hostname,environment,os,platform,vm_id,ip_address,subnet,datacenter,cluster_name,role,app_name,owner,criticality,cpu_cores,memory_gb,storage_gb,is_virtual,is_cloud,tags
server0480,prod,Windows,vmware,vm-1480,10.1.224.10,10.1.224.0/24,DC1,Cluster1,app,App31,user1,low,1,2,50,true,false,env:prod;role:app;dc:DC1
server0481,dev,RHEL,vmware,vm-1481,10.1.225.11,10.1.225.0/24,DC2,Cluster2,db,App32,user2,medium,2,4,100,true,false,env:dev;role:db;dc:DC2
server0482,qa,Ubuntu,vmware,vm-1482,10.1.226.12,10.1.226.0/24,DC3,Cluster3,web,App33,user3,high,3,6,150,true,false,env:qa;role:web;dc:DC3
server0483,stage,SLES,vmware,vm-1483,10.1.227.13,10.1.227.0/24,DC1,Cluster4,batch,App34,user4,critical,4,8,200,true,false,env:stage;role:batch;dc:DC1
server0484,prod,Windows,vmware,vm-1484,10.1.228.14,10.1.228.0/24,DC2,Cluster1,file,App35,user5,low,5,10,250,true,false,env:prod;role:file;dc:DC2
server0485,dev,RHEL,vmware,vm-1485,10.1.229.15,10.1.229.0/24,DC3,Cluster2,app,App36,user6,medium,6,12,300,true,false,env:dev;role:app;dc:DC3
server0486,qa,Ubuntu,vmware,vm-1486,10.1.230.16,10.1.230.0/24,DC1,Cluster3,db,App37,user7,high,7,14,350,true,false,env:qa;role:db;dc:DC1
server0487,stage,SLES,vmware,vm-1487,10.1.231.17,10.1.231.0/24,DC2,Cluster4,web,App38,user8,critical,8,16,400,true,false,env:stage;role:web;dc:DC2
server0488,prod,Windows,vmware,vm-1488,10.1.232.18,10.1.232.0/24,DC3,Cluster1,batch,App39,user9,low,1,18,450,true,false,env:prod;role:batch;dc:DC3
server0489,dev,RHEL,vmware,vm-1489,10.1.233.19,10.1.233.0/24,DC1,Cluster2,file,App40,user10,medium,2,20,500,true,false,env:dev;role:file;dc:DC1
server0490,qa,Ubuntu,vmware,vm-1490,10.1.234.10,10.1.234.0/24,DC2,Cluster3,app,App41,user11,high,3,22,550,true,false,env:qa;role:app;dc:DC2
server0491,stage,SLES,vmware,vm-1491,10.1.235.11,10.1.235.0/24,DC3,Cluster4,db,App42,user12,critical,4,24,600,true,false,env:stage;role:db;dc:DC3
server0492,prod,Windows,vmware,vm-1492,10.1.236.12,10.1.236.0/24,DC1,Cluster1,web,App43,user13,low,5,26,650,true,false,env:prod;role:web;dc:DC1
server0493,dev,RHEL,vmware,vm-1493,10.1.237.13,10.1.237.0/24,DC2,Cluster2,batch,App44,user14,medium,6,28,700,true,false,env:dev;role:batch;dc:DC2
server0494,qa,Ubuntu,vmware,vm-1494,10.1.238.14,10.1.238.0/24,DC3,Cluster3,file,App45,user15,high,7,30,750,true,false,env:qa;role:file;dc:DC3
server0495,stage,SLES,vmware,vm-1495,10.1.239.15,10.1.239.0/24,DC1,Cluster4,app,App46,user16,critical,8,32,800,true,false,env:stage;role:app;dc:DC1
server0496,prod,Windows,vmware,vm-1496,10.1.240.16,10.1.240.0/24,DC2,Cluster1,db,App47,user17,low,1,2,850,true,false,env:prod;role:db;dc:DC2
server0497,dev,RHEL,vmware,vm-1497,10.1.241.17,10.1.241.0/24,DC3,Cluster2,web,App48,user18,medium,2,4,900,true,false,env:dev;role:web;dc:DC3
server0498,qa,Ubuntu,vmware,vm-1498,10.1.242.18,10.1.242.0/24,DC1,Cluster3,batch,App49,user19,high,3,6,950,true,false,env:qa;role:batch;dc:DC1
server0499,stage,SLES,vmware,vm-1499,10.1.243.19,10.1.243.0/24,DC2,Cluster4,file,App50,user20,critical,4,8,1000,true,false,env:stage;role:file;dc:DC2
server0500,prod,Windows,vmware,vm-1500,10.1.244.10,10.1.244.0/24,DC3,Cluster1,app,App1,user1,low,5,10,50,true,false,env:prod;role:app;dc:DC3
